X,Y,trajectory_id,t
150.67706331390335,-33.722859705607284,1,83
150.67706382313784,-33.7228592567601,1,84
150.6770643479441,-33.72285880641285,1,85
150.6770648804888,-33.722858361338915,1,86
150.6770654126318,-33.72285792811883,1,87
150.67706596064102,-33.722857493749466,1,88
150.67706651674268,-33.722857064944606,1,89
150.67706707262016,-33.72285664797489,1,90
150.67706764509614,-33.722856230032406,1,91
150.67706822565015,-33.722855817209954,1,92
150.67706880528758,-33.72285541534299,1,93
150.6770694015281,-33.722855012191836,1,94
150.67707000571667,-33.72285461399909,1,95
150.67707060872428,-33.72285422680809,1,96
150.67707122874012,-33.72285383906465,1,97
150.67707185640987,-33.72285345673525,1,98
150.67707248183464,-33.72285308535337,1,99
150.6770731236824,-33.72285271357649,1,100
150.67707377245554,-33.72285234703358,1,101
150.67707441843697,-33.72285199112098,1,102
150.67707508136468,-33.72285163513343,1,103
150.67707575152522,-33.72285128455312,1,104
150.67707641855162,-33.72285094448469,1,105
150.67707710228748,-33.7228506046001,1,106
150.67707779230489,-33.722850270132604,1,107
150.6770784779447,-33.72284994610531,1,108
150.67707917993076,-33.72284962293483,1,109
150.67707988794376,-33.72284930578788,1,110
150.67708059125752,-33.72284899934792,1,111
150.67708131104666,-33.722848694254054,1,112
150.67708203649096,-33.72284839503018,1,113
150.6770827564702,-33.7228481058971,1,114
150.67708349273641,-33.722847818126425,1,115
150.67708423443068,-33.722847536333816,1,116
150.6770849703394,-33.722847264845285,1,117
150.67708572260523,-33.722846995631194,1,118
150.67708647981823,-33.72284673292108,1,119
150.67708723023915,-33.72284648045397,1,120
150.6770879963841,-33.72284623052283,1,121
150.67708876688542,-33.72284598700981,1,122
150.6770895302651,-33.7228457534903,1,123
150.6770903097896,-33.72284552298847,1,124
150.67709109393132,-33.72284529913803,1,125
150.67709187070614,-33.72284508510177,1,126
150.6770926633507,-33.72284487434345,1,127
150.67709345982686,-33.7228446701794,1,128
150.67709424796797,-33.72284447565187,1,129
150.67709505157418,-33.72284428509127,1,130
150.67709585869449,-33.722844101694214,1,131
150.67709665713724,-33.72284392809597,1,132
150.67709747097197,-33.72284375894064,1,133
150.67709828797658,-33.722843596747694,1,134
150.67709909577277,-33.72284344368523,1,135
150.6770999187736,-33.72284329517274,1,136
150.6771007446974,-33.72284315378002,1,137
150.67710156100327,-33.72284302167205,1,138
150.67710239213724,-33.72284289495503,1,139
150.67710322535342,-33.7228427756446,1,140
150.6771040477418,-33.72284266516625,1,141
150.6771048838377,-33.72284255990331,1,142
150.6771057209196,-33.722842461340626,1,143
150.67710654613208,-33.722842370355075,1,144
150.67710738393694,-33.72284228337759,1,145
150.6771082211788,-33.722842200862694,1,146
150.67710904421116,-33.72284212215857,1,147
150.67710987695924,-33.72284204336175,1,148
150.6771107061906,-33.722841964665605,1,149
150.6771115191748,-33.72284188675189,1,150
150.67711234032626,-33.72284180709446,1,151
150.6771131571275,-33.7228417266315,1,152
150.677113957348,-33.72284164617865,1,153
150.67711476509848,-33.722841562682014,1,154
150.67711556817454,-33.72284147679349,1,155
150.6771163546062,-33.7228413891918,1,156
150.6771171481674,-33.722841296710804,1,157
150.67711793681568,-33.722841200218554,1,158
150.67711870861902,-33.7228411005113,1,159
150.67711948669225,-33.7228409938667,1,160
150.6771202590672,-33.72284088109108,1,161
150.67712101418962,-33.72284076337157,1,162
150.6771217749977,-33.72284063681891,1,163
150.67712253020395,-33.72284050299646,1,164
150.67712326888486,-33.722840363831224,1,165
150.6771240136568,-33.72284021485231,1,166
150.6771247534569,-33.722840057770405,1,167
150.6771254774402,-33.72283989475259,1,168
150.67712620761492,-33.72283972069153,1,169
150.6771269329234,-33.72283953805131,1,170
150.6771276422012,-33.722839349989215,1,171
150.67712835663357,-33.722839151019784,1,172
150.67712906532742,-33.722838943962934,1,173
150.67712975811628,-33.72283873188427,1,174
150.6771304568953,-33.72283850800555,1,175
150.67713115188903,-33.72283827527382,1,176
150.67713183300668,-33.72283803744179,1,177
150.67713252101714,-33.722837787505746,1,178
150.67713320560017,-33.72283752918907,1,179
150.6771338765298,-33.72283726658829,1,180
150.67713455398703,-33.72283699168968,1,181
150.67713522763907,-33.722836708332515,1,182
150.6771358874632,-33.72283642094678,1,183
150.6771365535124,-33.72283612096829,1,184
150.67713721588848,-33.72283581289532,1,185
150.6771378648989,-33.722835501652476,1,186
150.67713852023454,-33.72283517783032,1,187
150.67713917193774,-33.72283484600704,1,188
150.6771398101794,-33.722834511251314,1,189
150.67714045408417,-33.722834163480734,1,190
150.67714109375515,-33.72283380791739,1,191
150.6771417195869,-33.72283345031167,1,192
150.67714235041183,-33.722833080033915,1,193
150.67714297658648,-33.72283270250605,1,194
150.67714358875327,-33.722832323460686,1,195
150.67714420537047,-33.72283193133051,1,196
150.67714481707654,-33.72283153182361,1,197
150.6771454148251,-33.72283113122231,1,198
150.67714601666967,-33.722830717616965,1,199
150.67714661336996,-33.7228302972251,1,200
150.67714719588892,-33.72282987656586,1,201
150.67714778156957,-33.722829442897606,1,202
150.67714836127038,-33.72282900254959,1,203
150.6771489263193,-33.72282856232203,1,204
150.67714949382383,-33.722828109040286,1,205
150.67715005525233,-33.722827649514436,1,206
150.67715060242094,-33.72282719085221,1,207
150.67715115188352,-33.72282671915519,1,208
150.67715169517373,-33.72282624126491,1,209
150.67715222413327,-33.72282576442587,1,210
150.67715275462052,-33.722825274283224,1,211
150.67715327845949,-33.72282477823098,1,212
150.67715378791465,-33.722824284043185,1,213
150.67715429837085,-33.72282377691075,1,214
150.67715480198174,-33.722823264309596,1,215
150.67715529129788,-33.72282275393832,1,216
150.67715578109826,-33.72282223025304,1,217
150.67715626391777,-33.722821700955556,1,218
150.67715673270806,-33.72282117421436,1,219
150.67715719991594,-33.72282063538477,1,220
150.67715765687515,-33.72282009352496,1,221
150.67715809614972,-33.722819557375246,1,222
150.67715853338598,-33.72281900901381,1,223
150.6771589636599,-33.722818455180025,1,224
150.67715938053695,-33.722817904371745,1,225
150.67715979650032,-33.72281734014203,1,226
150.6771602050532,-33.722816771079046,1,227
150.67716060012856,-33.72281620600039,1,228
150.67716099353072,-33.72281562787601,1,229
150.6771613789892,-33.722815045267346,1,230
150.67716175062031,-33.72281446710216,1,231
150.67716211927464,-33.72281387621594,1,232
150.6771624770583,-33.72281328347236,1,233
150.67716281036093,-33.72281270582749,1,234
150.67716313105248,-33.72281212455699,1,235
150.67716343756584,-33.72281154516133,1,236
150.6771637320361,-33.722810969769554,1,237
150.677164023653,-33.72281038036292,1,238
150.67716430717547,-33.72280978622121,1,239
150.67716457775902,-33.72280919726357,1,240
150.67716484333994,-33.72280859617491,1,241
150.67716509966166,-33.72280799215588,1,242
150.67716534306024,-33.722807394339085,1,243
150.677165580963,-33.72280678437384,1,244
150.6771658097596,-33.722806170915455,1,245
150.6771660264212,-33.72280556288887,1,246
150.67716623765557,-33.72280494178151,1,247
150.67716643989613,-33.722804317249,1,248
150.67716662920694,-33.72280370035805,1,249
150.67716680593892,-33.72280308042783,1,250
150.67716696501896,-33.72280247017735,1,251
150.6771671116988,-33.72280186742147,1,252
150.67716724624728,-33.72280126102259,1,253
150.67716736469424,-33.72280066688416,1,254
150.67716747355934,-33.7228000955184,1,255
150.6771675782198,-33.72279952908497,1,256
150.6771676776434,-33.72279897546751,1,257
150.6771677708914,-33.72279844204008,1,258
150.67716786583406,-33.72279790391289,1,259
150.67716796534705,-33.7227973630788,1,260
150.6771680688483,-33.722796829121485,1,261
150.6771681800096,-33.72279628712799,1,262
150.67716829727348,-33.722795745894494,1,263
150.67716841887682,-33.72279521361519,1,264
150.6771685489447,-33.722794673758024,1,265
150.6771686867796,-33.72279413373009,1,266
150.67716883185156,-33.722793601022495,1,267
150.67716898990807,-33.72279305909794,1,268
150.6771691593476,-33.72279251597718,1,269
150.67716933708832,-33.722791980182485,1,270
150.67716952763723,-33.722791436224256,1,271
150.67716972771558,-33.722790893189455,1,272
150.67716993420893,-33.72279036006782,1,273
150.67717015399535,-33.722789821237065,1,274
150.67717038473307,-33.72278928472313,1,275
150.67717062306698,-33.722788757827026,1,276
150.67717087595832,-33.722788223550744,1,277
150.67717113934592,-33.722787688908,1,278
150.6771714087585,-33.72278716140676,1,279
150.67717169246603,-33.72278662525883,1,280
150.67717198649248,-33.722786090430546,1,281
150.67717228495746,-33.72278557094595,1,282
150.67717259765737,-33.72278504840416,1,283
150.67717292035414,-33.72278452790855,1,284
150.67717324726846,-33.722784017138224,1,285
150.67717358803847,-33.72278350021339,1,286
150.67717393819848,-33.722782984314776,1,287
150.67717429311926,-33.72278247659533,1,288
150.67717466418955,-33.722781961322546,1,289
150.67717504610545,-33.722781446125474,1,290
150.67717543228545,-33.72278093895022,1,291
150.67717583356293,-33.7227804250009,1,292
150.67717624361865,-33.72277991274364,1,293
150.67717665621308,-33.72277941053243,1,294
150.6771770843519,-33.72277890365156,1,295
150.67717752232673,-33.72277839977674,1,296
150.677177963446,-33.72277790592301,1,297
150.6771784207181,-33.722777406374455,1,298
150.6771788870826,-33.7227769079137,1,299
150.67717935523538,-33.72277641764841,1,300
150.67717983962976,-33.72277592098792,1,301
150.6771803325057,-33.72277542879945,1,302
150.67718082146143,-33.7227749606636,1,303
150.6771813205488,-33.72277450372883,1,304
150.67718182192021,-33.7227740645067,1,305
150.67718231771244,-33.72277364784256,1,306
150.67718282699965,-33.72277323145361,1,307
150.67718334595904,-33.72277281449213,1,308
150.6771838670693,-33.72277240359538,1,309
150.67718440630756,-33.72277198713331,1,310
150.67718495544852,-33.72277157228291,1,311
150.67718550514167,-33.72277116596758,1,312
150.6771860709349,-33.72277075633637,1,313
150.6771866438843,-33.722770349750476,1,314
150.67718721535036,-33.72276995220434,1,315
150.6771878033146,-33.72276955152614,1,316
150.67718839991002,-33.722769153542636,1,317
150.67718899631564,-33.72276876388045,1,318
150.6771896054281,-33.7227683682973,1,319
150.67719021370607,-33.72276797094023,1,320
150.67719081067696,-33.722767577824925,1,321
150.6771914142155,-33.72276717789814,1,322
150.67719201511764,-33.72276677794805,1,323
150.67719260424377,-33.72276638437407,1,324
150.67719319920036,-33.72276598517025,1,325
150.67719379074066,-33.72276558567761,1,326
150.67719436969986,-33.72276519085374,1,327
150.67719495421028,-33.722764788229014,1,328
150.67719553638014,-33.72276438371956,1,329
150.67719610769217,-33.722763983373476,1,330
150.67719668458443,-33.72276357493682,1,331
150.67719725671355,-33.722763164211536,1,332
150.67719781367214,-33.72276275697996,1,333
150.67719837110636,-33.722762340729425,1,334
150.6771989203408,-33.722761921636454,1,335
150.67719945374162,-33.72276150587753,1,336
150.6771999880603,-33.72276108041381,1,337
150.67720051531384,-33.72276065060976,1,338
150.67720102728097,-33.72276022177445,1,339
150.6772015388374,-33.72275977999287,1,340
150.67720204177516,-33.72275933147663,1,341
150.67720252875623,-33.72275888354604,1,342
150.677203014766,-33.72275842355563,1,343
150.67720349237842,-33.722757959022154,1,344
150.67720395421318,-33.7227574971246,1,345
150.6772044136228,-33.72275702339416,1,346
150.67720486316054,-33.7227565440055,1,347
150.6772052966194,-33.72275606559787,1,348
150.67720572809563,-33.722755573447444,1,349
150.67720615206503,-33.72275507489739,1,350
150.67720656291033,-33.72275457779085,1,351
150.67720697272227,-33.722754067258705,1,352
150.67720737412816,-33.722753550907164,1,353
150.67720776017092,-33.72275303676726,1,354
150.67720814196852,-33.722752509673114,1,355
150.67720851386036,-33.72275197792698,1,356
150.677208871317,-33.7227514499581,1,357
150.67720922595095,-33.722750909723736,1,358
150.6772095725721,-33.722750364651915,1,359
150.67720990593415,-33.7227498222496,1,360
150.67721023567896,-33.72274926558887,1,361
150.6772105564254,-33.72274870296672,1,362
150.6772108636431,-33.72274814364815,1,363
150.6772111668021,-33.72274757171082,1,364
150.67721146109622,-33.722746996429585,1,365
150.67721174185579,-33.72274642676091,1,366
150.67721201694735,-33.722745845216885,1,367
150.67721228170808,-33.72274525991879,1,368
150.67721253271918,-33.72274467927391,1,369
150.6772127784542,-33.72274408550939,1,370
150.67721301596094,-33.722743487429234,1,371
150.6772132422281,-33.72274289418693,1,372
150.67721346365363,-33.72274228796754,1,373
150.67721367415302,-33.72274168030922,1,374
150.67721386287818,-33.72274109132262,1,375
150.6772140404059,-33.722740496260094,1,376
150.67721420868477,-33.72273989785769,1,377
150.677214365392,-33.72273930651104,1,378
150.67721451111748,-33.72273871180261,1,379
150.67721464019303,-33.72273812783324,1,380
150.67721475128116,-33.722737562015745,1,381
150.6772148480115,-33.722736996314254,1,382
150.67721492913338,-33.722736438915355,1,383
150.67721499457065,-33.72273589798083,1,384
150.67721504703448,-33.72273535744202,1,385
150.6772150857511,-33.72273482590754,1,386
150.67721511032315,-33.72273431122877,1,387
150.67721512522365,-33.7227337887313,1,388
150.67721513146304,-33.72273326204526,1,389
150.6772151240776,-33.72273275104683,1,390
150.6772151030809,-33.72273224152021,1,391
150.67721507054716,-33.722731738178055,1,392
150.67721503219252,-33.72273123604609,1,393
150.67721498682695,-33.722730718426234,1,394
150.6772149338436,-33.72273019342066,1,395
150.67721487318772,-33.72272966998913,1,396
150.67721480254914,-33.722729133478076,1,397
150.67721472290745,-33.72272859289852,1,398
150.6772146359979,-33.72272805708696,1,399
150.67721453929764,-33.72272750990679,1,400
150.67721443373046,-33.72272695904279,1,401
150.67721432049098,-33.72272641218844,1,402
150.67721419569804,-33.722725852303704,1,403
150.67721406096487,-33.72272528759447,1,404
150.67721391883543,-33.722724727056274,1,405
150.67721376532074,-33.72272415457734,1,406
150.67721360419384,-33.722723579832696,1,407
150.67721344535528,-33.72272301301471,1,408
150.67721328285128,-33.72272243743243,1,409
150.67721311783563,-33.72272186171543,1,410
150.67721295523182,-33.72272129426952,1,411
150.67721279191775,-33.72272071729755,1,412
150.67721263204507,-33.72272013868737,1,413
150.677212478858,-33.72271956660846,1,414
150.6772123278183,-33.722718983613014,1,415
150.67721218080456,-33.722718398720396,1,416
150.6772120400786,-33.72271782141188,1,417
150.67721190236784,-33.7227172349969,1,418
150.67721177060383,-33.72271664884464,1,419
150.67721164433888,-33.72271607200436,1,420
150.6772115204924,-33.722715486769694,1,421
150.67721140139165,-33.722714901275594,1,422
150.67721128863727,-33.72271432352123,1,423
150.67721117854083,-33.72271373594228,1,424
150.6772110733282,-33.72271314999907,1,425
150.6772109768447,-33.72271258566577,1,426
150.67721088336722,-33.722712017715224,1,427
150.67721079220797,-33.722711447805175,1,428
150.67721070571514,-33.72271088495508,1,429
150.67721062150702,-33.72271031281081,1,430
150.6772105407407,-33.72270974147555,1,431
150.6772104653699,-33.72270918429287,1,432
150.67721039342902,-33.722708620589835,1,433
150.6772103270519,-33.72270805490121,1,434
150.6772102686655,-33.722707494859684,1,435
150.6772102172833,-33.72270692299564,1,436
150.67721017377272,-33.72270634781209,1,437
150.6772101382336,-33.722705778481576,1,438
150.6772101094066,-33.722705198535564,1,439
150.67721008847937,-33.72270461730892,1,440
150.6772100768631,-33.72270404389527,1,441
150.6772100753972,-33.72270346090902,1,442
150.67721008480245,-33.72270287665905,1,443
150.6772101042939,-33.72270229931475,1,444
150.67721013355666,-33.72270171076232,1,445
150.6772101717747,-33.72270111924917,1,446
150.67721021844167,-33.72270053347876,1,447
150.67721027593691,-33.7226999358873,1,448
150.6772103446724,-33.72269933588859,1,449
150.67721042379932,-33.72269874326483,1,450
150.6772105152898,-33.722698140830936,1,451
150.67721061713436,-33.72269753805489,1,452
150.677210726942,-33.722696943999786,1,453
150.67721084910056,-33.722696349569894,1,454
150.67721098339427,-33.722695770007284,1,455
150.67721112804315,-33.7226952117432,1,456
150.67721128731444,-33.72269465669247,1,457
150.67721145804492,-33.722694109971236,1,458
150.67721163540793,-33.72269356734464,1,459
150.67721182404836,-33.722693012188984,1,460
150.67721202152543,-33.72269245448569,1,461
150.6772122254465,-33.72269190424186,1,462
150.67721244267463,-33.7226913458371,1,463
150.67721267019252,-33.72269078779449,1,464
150.67721290360006,-33.72269023777049,1,465
150.67721314890218,-33.72268967785966,1,466
150.67721340201157,-33.72268911507755,1,467
150.6772136592171,-33.72268855708594,1,468
150.67721392917542,-33.722687987018816,1,469
150.67721420766281,-33.72268741423059,1,470
150.67721448505296,-33.7226868487104,1,471
150.67721476970343,-33.72268627499026,1,472
150.67721505672637,-33.7226857029083,1,473
150.67721533706637,-33.72268514123352,1,474
150.67721561833642,-33.72268457248775,1,475
150.67721589660073,-33.72268400407517,1,476
150.67721616820864,-33.72268344308677,1,477
150.6772164412065,-33.72268287127072,1,478
150.6772167105779,-33.72268229642553,1,479
150.67721697086668,-33.722681727287906,1,480
150.67721722873156,-33.722681147478866,1,481
150.6772174796479,-33.72268056696422,1,482
150.67721771972055,-33.72267999570085,1,483
150.677217956105,-33.72267941716056,1,484
150.6772181845984,-33.722678839932215,1,485
150.6772184008995,-33.72267827164627,1,486
150.67721861060457,-33.72267769357097,1,487
150.67721880993201,-33.72267711276664,1,488
150.6772189962832,-33.72267653693699,1,489
150.67721917593732,-33.72267594843253,1,490
150.6772193464204,-33.72267535658853,1,491
150.67721950508067,-33.72267477147457,1,492
150.6772196558114,-33.722674176667624,1,493
150.67721979506337,-33.72267358203353,1,494
150.6772199204253,-33.72267299682909,1,495
150.6772200359537,-33.722672403007806,1,496
150.67722014052686,-33.72267180850982,1,497
150.67722023367767,-33.72267122099742,1,498
150.67722032439534,-33.722670622325225,1,499
150.67722041516524,-33.72267002129454,1,500
150.67722050424948,-33.72266942706311,1,501
150.67722059263497,-33.72266882233715,1,502
150.6772206782336,-33.72266821741753,1,503
150.6772207599499,-33.72266762269784,1,504
150.67722084066864,-33.72266702107712,1,505
150.67722091879614,-33.722666421620715,1,506
150.67722099152033,-33.72266583230932,1,507
150.67722105893353,-33.72266523377349,1,508
150.67722111837858,-33.72266463340378,1,509
150.67722116869408,-33.722664039194825,1,510
150.6772212121081,-33.722663432966854,1,511
150.67722124857906,-33.722662824335124,1,512
150.67722127742582,-33.722662223537526,1,513
150.67722129817165,-33.72266161359005,1,514
150.67722130854872,-33.72266100453855,1,515
150.67722130753057,-33.722660405829174,1,516
150.6772212954104,-33.72265979905412,1,517
150.67722127352337,-33.72265919243509,1,518
150.67722124375896,-33.72265859384814,1,519
150.67722120560313,-33.72265798401309,1,520
150.67722115857183,-33.72265737130278,1,521
150.67722110215516,-33.72265676500371,1,522
150.6772210337951,-33.7226561476087,1,523
150.6772209546239,-33.722655529671144,1,524
150.67722086730973,-33.72265492179914,1,525
150.67722077042242,-33.722654306500836,1,526
150.67722066546136,-33.722653693162975,1,527
150.6772205532878,-33.722653090304455,1,528
150.67722042919019,-33.722652478569216,1,529
150.6772202940732,-33.72265186594388,1,530
150.6772201506089,-33.72265126083422,1,531
150.67721999564125,-33.72265064478838,1,532
150.67721983226554,-33.72265002757004,1,533
150.67721966305658,-33.72264941956622,1,534
150.67721948175284,-33.72264880375081,1,535
150.67721928940577,-33.722648190568485,1,536
150.6772190884246,-33.722647589756804,1,537
150.67721887318353,-33.722646982999294,1,538
150.6772186478696,-33.7226463786132,1,539
150.6772184170184,-33.722645784429716,1,540
150.67721817352552,-33.72264518142956,1,541
150.67721791963854,-33.722644578177366,1,542
150.6772176579953,-33.72264398400459,1,543
150.67721738008007,-33.722643381874875,1,544
150.6772170904901,-33.722642782066856,1,545
150.6772167953706,-33.72264219460616,1,546
150.67721648720664,-33.72264160241274,1,547
150.6772161708035,-33.722641014588504,1,548
150.6772158503377,-33.72264043944891,1,549
150.6772155149299,-33.722639858788924,1,550
150.6772151687386,-33.72263928036709,1,551
150.6772148176158,-33.72263871190881,1,552
150.67721445217018,-33.72263813575562,1,553
150.6772140788808,-33.72263756079242,1,554
150.67721370395202,-33.722636996543024,1,555
150.67721331565332,-33.72263642733087,1,556
150.6772129189631,-33.72263586307628,1,557
150.67721251980066,-33.72263531279199,1,558
150.67721210660596,-33.72263475961432,1,559
150.67721168784936,-33.722634210509014,1,560
150.67721127762434,-33.72263367026272,1,561
150.67721086406496,-33.72263312114745,1,562
150.67721045191402,-33.722632571070925,1,563
150.67721004597428,-33.72263202869406,1,564
150.67720963419558,-33.72263147824206,1,565
150.67720922468584,-33.722630928454144,1,566
150.677208826247,-33.72263038772036,1,567
150.67720842858188,-33.72262983977094,1,568
150.67720803774012,-33.7226292928987,1,569
150.67720765834582,-33.722628755018626,1,570
150.6772072776897,-33.72262820914279,1,571
150.67720690148198,-33.722627662120814,1,572
150.67720653668133,-33.72262712050475,1,573
150.6772061741196,-33.72262656662006,1,574
150.67720582069512,-33.72262600834345,1,575
150.67720548174015,-33.7226254548527,1,576
150.67720514641422,-33.72262489078564,1,577
150.6772048195893,-33.72262432568465,1,578
150.67720450662736,-33.72262376819162,1,579
150.6772041994674,-33.722623200531764,1,580
150.6772039042046,-33.72262262963448,1,581
150.6772036251521,-33.72262206273023,1,582
150.67720335262848,-33.72262148194636,1,583
150.67720308912305,-33.722620895877334,1,584
150.67720283728545,-33.72262031382452,1,585
150.67720258990357,-33.72261971862125,1,586
150.67720235261027,-33.72261911939634,1,587
150.6772021306218,-33.72261852550263,1,588
150.6772019180283,-33.72261791942549,1,589
150.67720171747504,-33.72261731072089,1,590
150.67720152985143,-33.72261670886836,1,591
150.67720134773444,-33.722616095373276,1,592
150.67720117338948,-33.72261547841028,1,593
150.67720100978966,-33.722614866102454,1,594
150.67720085295244,-33.72261423913664,1,595
150.67720070587328,-33.7226136069567,1,596
150.6772005700691,-33.7226129802857,1,597
150.6772004404782,-33.722612341778614,1,598
150.67720031865548,-33.72261170224559,1,599
150.67720020660866,-33.72261107168918,1,600
150.67720010198474,-33.722610430512795,1,601
150.677200007391,-33.722609787258165,1,602
150.6771999238347,-33.722609150653476,1,603
150.6771998464021,-33.722608501332815,1,604
150.6771997730476,-33.72260784956398,1,605
150.67719969979686,-33.722607206928664,1,606
150.67719962593773,-33.72260655403011,1,607
150.67719955475366,-33.722605900904064,1,608
150.67719948569658,-33.722605258947894,1,609
150.6771994162867,-33.722604609656315,1,610
150.67719934626615,-33.72260396343616,1,611
150.67719927486647,-33.722603330025166,1,612
150.67719919933776,-33.722602689481995,1,613
150.67719912134493,-33.72260205011425,1,614
150.6771990435991,-33.72260142009264,1,615
150.6771989647416,-33.7226007796415,1,616
150.67719888614943,-33.722600138495544,1,617
150.67719880867415,-33.722599507105,1,618
150.677198729766,-33.722598867430406,1,619
150.67719865108413,-33.72259822984507,1,620
150.67719857545308,-33.72259760386748,1,621
150.677198502505,-33.72259696993758,1,622
150.67719843471076,-33.722596336577915,1,623
150.67719837334545,-33.72259571218712,1,624
150.67719831583804,-33.72259507706444,1,625
150.67719826236808,-33.72259444022391,1,626
150.6771982138671,-33.72259381108611,1,627
150.67719817007847,-33.72259317082235,1,628
150.67719813350968,-33.72259252950517,1,629
150.67719810586777,-33.722591897468256,1,630
150.6771980860743,-33.722591256419825,1,631
150.67719807228306,-33.72259061673443,1,632
150.67719805827014,-33.72258998893984,1,633
150.6771980420901,-33.722589353506386,1,634
150.67719802426865,-33.72258871888737,1,635
150.67719800586255,-33.72258809356681,1,636
150.6771979863458,-33.72258745820831,1,637
150.67719796492736,-33.72258682266248,1,638
150.6771979403877,-33.7225861973536,1,639
150.67719791076246,-33.722585564449524,1,640
150.6771978764178,-33.72258493426022,1,641
150.6771978386315,-33.72258431646495,1,642
150.67719779696037,-33.72258369214579,1,643
150.67719775165,-33.72258307012895,1,644
150.67719770165567,-33.722582459013125,1,645
150.67719764323368,-33.72258183966208,1,646
150.67719757552553,-33.722581220899535,1,647
150.6771974994839,-33.72258061181862,1,648
150.6771974138265,-33.72257999418987,1,649
150.67719732085084,-33.72257937785299,1,650
150.67719722228543,-33.72257877282459,1,651
150.6771971141832,-33.72257816158139,1,652
150.6771969964156,-33.722577553757105,1,653
150.6771968698116,-33.722576958205174,1,654
150.67719673057383,-33.722576356137644,1,655
150.67719658202986,-33.72257575546778,1,656
150.6771964297767,-33.72257516390914,1,657
150.677196268972,-33.72257456319851,1,658
150.6771961002704,-33.72257396270239,1,659
150.67719592454827,-33.72257337229198,1,660
150.67719573749343,-33.7225727748353,1,661
150.6771955437061,-33.72257217985085,1,662
150.6771953481739,-33.722571596365626,1,663
150.67719514503818,-33.722571006691794,1,664
150.677194937061,-33.72257041921469,1,665
150.6771947294453,-33.72256984151295,1,666
